Academy Name,Language Code,Language Name,Native Name,Level,Lesson Number,Lesson ID,Lesson Title,Story Status,Dialogue Status,Grammar Status,Conjugation Status,Vocabulary Count,Expressions Count,Arabic Meaning Status,Download Path
"Polyglot Academy","DE","German","Deutsch","C2",89,"DE-C2-089","Lesson 89: The Future of the Language (Part 1)","Pending","Pending","Pending","Pending",23,5,"Pending","/downloads/DE/C2/DE-C2-089.json"
"Polyglot Academy","DE","German","Deutsch","C2",90,"DE-C2-090","Lesson 90: The Future of the Language (Part 2)","Pending","Pending","Pending","Pending",20,5,"Pending","/downloads/DE/C2/DE-C2-090.json"
"Polyglot Academy","DE","German","Deutsch","C2",91,"DE-C2-091","Lesson 91: Ultimate Language Integration (Part 1)","Pending","Pending","Pending","Pending",15,5,"Pending","/downloads/DE/C2/DE-C2-091.json"
"Polyglot Academy","DE","German","Deutsch","C2",92,"DE-C2-092","Lesson 92: Ultimate Language Integration (Part 2)","Pending","Pending","Pending","Pending",20,5,"Pending","/downloads/DE/C2/DE-C2-092.json"
"Polyglot Academy","DE","German","Deutsch","C2",93,"DE-C2-093","Lesson 93: Living & Breathing the Target Culture (Part 1)","Pending","Pending","Pending","Pending",17,5,"Pending","/downloads/DE/C2/DE-C2-093.json"
"Polyglot Academy","DE","German","Deutsch","C2",94,"DE-C2-094","Lesson 94: Living & Breathing the Target Culture (Part 2)","Pending","Pending","Pending","Pending",24,5,"Pending","/downloads/DE/C2/DE-C2-094.json"
"Polyglot Academy","DE","German","Deutsch","C2",95,"DE-C2-095","Lesson 95: Continuous Improvement Strategies (Part 1)","Pending","Pending","Pending","Pending",18,5,"Pending","/downloads/DE/C2/DE-C2-095.json"
"Polyglot Academy","DE","German","Deutsch","C2",96,"DE-C2-096","Lesson 96: Continuous Improvement Strategies (Part 2)","Pending","Pending","Pending","Pending",21,5,"Pending","/downloads/DE/C2/DE-C2-096.json"
"Polyglot Academy","DE","German","Deutsch","C2",97,"DE-C2-097","Lesson 97: Mentoring Others (Part 1)","Pending","Pending","Pending","Pending",17,5,"Pending","/downloads/DE/C2/DE-C2-097.json"
"Polyglot Academy","DE","German","Deutsch","C2",98,"DE-C2-098","Lesson 98: Mentoring Others (Part 2)","Pending","Pending","Pending","Pending",21,5,"Pending","/downloads/DE/C2/DE-C2-098.json"
"Polyglot Academy","DE","German","Deutsch","C2",99,"DE-C2-099","Lesson 99: C2 Final Mastery Demonstration (Part 1)","Pending","Pending","Pending","Pending",18,5,"Pending","/downloads/DE/C2/DE-C2-099.json"
"Polyglot Academy","DE","German","Deutsch","C2",100,"DE-C2-100","Lesson 100: C2 Final Mastery Demonstration (Part 2)","Pending","Pending","Pending","Pending",19,5,"Pending","/downloads/DE/C2/DE-C2-100.json"
"Polyglot Academy","IT","Italian","Italiano","A1",1,"IT-A1-001","Lesson 1: Alphabet & Sounds (Part 1)","Pending","Pending","Pending","Pending",16,5,"Pending","/downloads/IT/A1/IT-A1-001.json"
"Polyglot Academy","IT","Italian","Italiano","A1",2,"IT-A1-002","Lesson 2: Alphabet & Sounds (Part 2)","Pending","Pending","Pending","Pending",21,5,"Pending","/downloads/IT/A1/IT-A1-002.json"
"Polyglot Academy","IT","Italian","Italiano","A1",3,"IT-A1-003","Lesson 3: Basic Greetings (Part 1)","Pending","Pending","Pending","Pending",19,5,"Pending","/downloads/IT/A1/IT-A1-003.json"
"Polyglot Academy","IT","Italian","Italiano","A1",4,"IT-A1-004","Lesson 4: Basic Greetings (Part 2)","Pending","Pending","Pending","Pending",17,5,"Pending","/downloads/IT/A1/IT-A1-004.json"
"Polyglot Academy","IT","Italian","Italiano","A1",5,"IT-A1-005","Lesson 5: Personal Information (Part 1)","Pending","Pending","Pending","Pending",21,5,"Pending","/downloads/IT/A1/IT-A1-005.json"
"Polyglot Academy","IT","Italian","Italiano","A1",6,"IT-A1-006","Lesson 6: Personal Information (Part 2)","Pending","Pending","Pending","Pending",16,5,"Pending","/downloads/IT/A1/IT-A1-006.json"
"Polyglot Academy","IT","Italian","Italiano","A1",7,"IT-A1-007","Lesson 7: Numbers 1-100 (Part 1)","Pending","Pending","Pending","Pending",17,5,"Pending","/downloads/IT/A1/IT-A1-007.json"
"Polyglot Academy","IT","Italian","Italiano","A1",8,"IT-A1-008","Lesson 8: Numbers 1-100 (Part 2)","Pending","Pending","Pending","Pending",16,5,"Pending","/downloads/IT/A1/IT-A1-008.json"
"Polyglot Academy","IT","Italian","Italiano","A1",9,"IT-A1-009","Lesson 9: Days & Months (Part 1)","Pending","Pending","Pending","Pending",19,5,"Pending","/downloads/IT/A1/IT-A1-009.json"
"Polyglot Academy","IT","Italian","Italiano","A1",10,"IT-A1-010","Lesson 10: Days & Months (Part 2)","Pending","Pending","Pending","Pending",22,5,"Pending","/downloads/IT/A1/IT-A1-010.json"
"Polyglot Academy","IT","Italian","Italiano","A1",11,"IT-A1-011","Lesson 11: The Verb ""To Be"" (Part 1)","Pending","Pending","Pending","Pending",19,5,"Pending","/downloads/IT/A1/IT-A1-011.json"
"Polyglot Academy","IT","Italian","Italiano","A1",12,"IT-A1-012","Lesson 12: The Verb ""To Be"" (Part 2)","Pending","Pending","Pending","Pending",22,5,"Pending","/downloads/IT/A1/IT-A1-012.json"
"Polyglot Academy","IT","Italian","Italiano","A1",13,"IT-A1-013","Lesson 13: Nationalities & Countries (Part 1)","Pending","Pending","Pending","Pending",19,5,"Pending","/downloads/IT/A1/IT-A1-013.json"
"Polyglot Academy","IT","Italian","Italiano","A1",14,"IT-A1-014","Lesson 14: Nationalities & Countries (Part 2)","Pending","Pending","Pending","Pending",20,5,"Pending","/downloads/IT/A1/IT-A1-014.json"
"Polyglot Academy","IT","Italian","Italiano","A1",15,"IT-A1-015","Lesson 15: Professions (Part 1)","Pending","Pending","Pending","Pending",23,5,"Pending","/downloads/IT/A1/IT-A1-015.json"
"Polyglot Academy","IT","Italian","Italiano","A1",16,"IT-A1-016","Lesson 16: Professions (Part 2)","Pending","Pending","Pending","Pending",17,5,"Pending","/downloads/IT/A1/IT-A1-016.json"
"Polyglot Academy","IT","Italian","Italiano","A1",17,"IT-A1-017","Lesson 17: Colors & Adjectives (Part 1)","Pending","Pending","Pending","Pending",23,5,"Pending","/downloads/IT/A1/IT-A1-017.json"
"Polyglot Academy","IT","Italian","Italiano","A1",18,"IT-A1-018","Lesson 18: Colors & Adjectives (Part 2)","Pending","Pending","Pending","Pending",17,5,"Pending","/downloads/IT/A1/IT-A1-018.json"
"Polyglot Academy","IT","Italian","Italiano","A1",19,"IT-A1-019","Lesson 19: Basic Question Words (Part 1)","Pending","Pending","Pending","Pending",22,5,"Pending","/downloads/IT/A1/IT-A1-019.json"
"Polyglot Academy","IT","Italian","Italiano","A1",20,"IT-A1-020","Lesson 20: Basic Question Words (Part 2)","Pending","Pending","Pending","Pending",17,5,"Pending","/downloads/IT/A1/IT-A1-020.json"
"Polyglot Academy","IT","Italian","Italiano","A1",21,"IT-A1-021","Lesson 21: The Verb ""To Have"" (Part 1)","Pending","Pending","Pending","Pending",16,5,"Pending","/downloads/IT/A1/IT-A1-021.json"
"Polyglot Academy","IT","Italian","Italiano","A1",22,"IT-A1-022","Lesson 22: The Verb ""To Have"" (Part 2)","Pending","Pending","Pending","Pending",17,5,"Pending","/downloads/IT/A1/IT-A1-022.json"
"Polyglot Academy","IT","Italian","Italiano","A1",23,"IT-A1-023","Lesson 23: Family Members (Part 1)","Pending","Pending","Pending","Pending",24,5,"Pending","/downloads/IT/A1/IT-A1-023.json"
"Polyglot Academy","IT","Italian","Italiano","A1",24,"IT-A1-024","Lesson 24: Family Members (Part 2)","Pending","Pending","Pending","Pending",17,5,"Pending","/downloads/IT/A1/IT-A1-024.json"
"Polyglot Academy","IT","Italian","Italiano","A1",25,"IT-A1-025","Lesson 25: Describing Physical Appearance (Part 1)","Pending","Pending","Pending","Pending",20,5,"Pending","/downloads/IT/A1/IT-A1-025.json"
"Polyglot Academy","IT","Italian","Italiano","A1",26,"IT-A1-026","Lesson 26: Describing Physical Appearance (Part 2)","Pending","Pending","Pending","Pending",24,5,"Pending","/downloads/IT/A1/IT-A1-026.json"
"Polyglot Academy","IT","Italian","Italiano","A1",27,"IT-A1-027","Lesson 27: Ages & Life Stages (Part 1)","Pending","Pending","Pending","Pending",24,5,"Pending","/downloads/IT/A1/IT-A1-027.json"
"Polyglot Academy","IT","Italian","Italiano","A1",28,"IT-A1-028","Lesson 28: Ages & Life Stages (Part 2)","Pending","Pending","Pending","Pending",16,5,"Pending","/downloads/IT/A1/IT-A1-028.json"
"Polyglot Academy","IT","Italian","Italiano","A1",29,"IT-A1-029","Lesson 29: Pets & Animals (Part 1)","Pending","Pending","Pending","Pending",20,5,"Pending","/downloads/IT/A1/IT-A1-029.json"
"Polyglot Academy","IT","Italian","Italiano","A1",30,"IT-A1-030","Lesson 30: Pets & Animals (Part 2)","Pending","Pending","Pending","Pending",17,5,"Pending","/downloads/IT/A1/IT-A1-030.json"
"Polyglot Academy","IT","Italian","Italiano","A1",31,"IT-A1-031","Lesson 31: Definite vs Indefinite Articles (Part 1)","Pending","Pending","Pending","Pending",19,5,"Pending","/downloads/IT/A1/IT-A1-031.json"
"Polyglot Academy","IT","Italian","Italiano","A1",32,"IT-A1-032","Lesson 32: Definite vs Indefinite Articles (Part 2)","Pending","Pending","Pending","Pending",16,5,"Pending","/downloads/IT/A1/IT-A1-032.json"
"Polyglot Academy","IT","Italian","Italiano","A1",33,"IT-A1-033","Lesson 33: Noun Gender & Plurals (Part 1)","Pending","Pending","Pending","Pending",22,5,"Pending","/downloads/IT/A1/IT-A1-033.json"
"Polyglot Academy","IT","Italian","Italiano","A1",34,"IT-A1-034","Lesson 34: Noun Gender & Plurals (Part 2)","Pending","Pending","Pending","Pending",17,5,"Pending","/downloads/IT/A1/IT-A1-034.json"
"Polyglot Academy","IT","Italian","Italiano","A1",35,"IT-A1-035","Lesson 35: Demonstrative Pronouns (This/That) (Part 1)","Pending","Pending","Pending","Pending",24,5,"Pending","/downloads/IT/A1/IT-A1-035.json"
"Polyglot Academy","IT","Italian","Italiano","A1",36,"IT-A1-036","Lesson 36: Demonstrative Pronouns (This/That) (Part 2)","Pending","Pending","Pending","Pending",16,5,"Pending","/downloads/IT/A1/IT-A1-036.json"
"Polyglot Academy","IT","Italian","Italiano","A1",37,"IT-A1-037","Lesson 37: Common Objects (Part 1)","Pending","Pending","Pending","Pending",18,5,"Pending","/downloads/IT/A1/IT-A1-037.json"
"Polyglot Academy","IT","Italian","Italiano","A1",38,"IT-A1-038","Lesson 38: Common Objects (Part 2)","Pending","Pending","Pending","Pending",15,5,"Pending","/downloads/IT/A1/IT-A1-038.json"
"Polyglot Academy","IT","Italian","Italiano","A1",39,"IT-A1-039","Lesson 39: In the Classroom (Part 1)","Pending","Pending","Pending","Pending",23,5,"Pending","/downloads/IT/A1/IT-A1-039.json"
"Polyglot Academy","IT","Italian","Italiano","A1",40,"IT-A1-040","Lesson 40: In the Classroom (Part 2)","Pending","Pending","Pending","Pending",22,5,"Pending","/downloads/IT/A1/IT-A1-040.json"
"Polyglot Academy","IT","Italian","Italiano","A1",41,"IT-A1-041","Lesson 41: Regular -AR/-ER/-IR Verbs (Part 1)","Pending","Pending","Pending","Pending",19,5,"Pending","/downloads/IT/A1/IT-A1-041.json"
"Polyglot Academy","IT","Italian","Italiano","A1",42,"IT-A1-042","Lesson 42: Regular -AR/-ER/-IR Verbs (Part 2)","Pending","Pending","Pending","Pending",24,5,"Pending","/downloads/IT/A1/IT-A1-042.json"
"Polyglot Academy","IT","Italian","Italiano","A1",43,"IT-A1-043","Lesson 43: Daily Routines (Part 1)","Pending","Pending","Pending","Pending",22,5,"Pending","/downloads/IT/A1/IT-A1-043.json"
"Polyglot Academy","IT","Italian","Italiano","A1",44,"IT-A1-044","Lesson 44: Daily Routines (Part 2)","Pending","Pending","Pending","Pending",23,5,"Pending","/downloads/IT/A1/IT-A1-044.json"
"Polyglot Academy","IT","Italian","Italiano","A1",45,"IT-A1-045","Lesson 45: Telling Time (Part 1)","Pending","Pending","Pending","Pending",15,5,"Pending","/downloads/IT/A1/IT-A1-045.json"
"Polyglot Academy","IT","Italian","Italiano","A1",46,"IT-A1-046","Lesson 46: Telling Time (Part 2)","Pending","Pending","Pending","Pending",21,5,"Pending","/downloads/IT/A1/IT-A1-046.json"
"Polyglot Academy","IT","Italian","Italiano","A1",47,"IT-A1-047","Lesson 47: Parts of the Day (Part 1)","Pending","Pending","Pending","Pending",23,5,"Pending","/downloads/IT/A1/IT-A1-047.json"
"Polyglot Academy","IT","Italian","Italiano","A1",48,"IT-A1-048","Lesson 48: Parts of the Day (Part 2)","Pending","Pending","Pending","Pending",19,5,"Pending","/downloads/IT/A1/IT-A1-048.json"
"Polyglot Academy","IT","Italian","Italiano","A1",49,"IT-A1-049","Lesson 49: Frequency Adverbs (Part 1)","Pending","Pending","Pending","Pending",19,5,"Pending","/downloads/IT/A1/IT-A1-049.json"
"Polyglot Academy","IT","Italian","Italiano","A1",50,"IT-A1-050","Lesson 50: Frequency Adverbs (Part 2)","Pending","Pending","Pending","Pending",15,5,"Pending","/downloads/IT/A1/IT-A1-050.json"
"Polyglot Academy","IT","Italian","Italiano","A1",51,"IT-A1-051","Lesson 51: Advanced Question Words (Part 1)","Pending","Pending","Pending","Pending",21,5,"Pending","/downloads/IT/A1/IT-A1-051.json"
"Polyglot Academy","IT","Italian","Italiano","A1",52,"IT-A1-052","Lesson 52: Advanced Question Words (Part 2)","Pending","Pending","Pending","Pending",17,5,"Pending","/downloads/IT/A1/IT-A1-052.json"
"Polyglot Academy","IT","Italian","Italiano","A1",53,"IT-A1-053","Lesson 53: Basic Negation (Part 1)","Pending","Pending","Pending","Pending",20,5,"Pending","/downloads/IT/A1/IT-A1-053.json"
"Polyglot Academy","IT","Italian","Italiano","A1",54,"IT-A1-054","Lesson 54: Basic Negation (Part 2)","Pending","Pending","Pending","Pending",17,5,"Pending","/downloads/IT/A1/IT-A1-054.json"
"Polyglot Academy","IT","Italian","Italiano","A1",55,"IT-A1-055","Lesson 55: Conjunctions (And/But/Or) (Part 1)","Pending","Pending","Pending","Pending",20,5,"Pending","/downloads/IT/A1/IT-A1-055.json"
"Polyglot Academy","IT","Italian","Italiano","A1",56,"IT-A1-056","Lesson 56: Conjunctions (And/But/Or) (Part 2)","Pending","Pending","Pending","Pending",19,5,"Pending","/downloads/IT/A1/IT-A1-056.json"
"Polyglot Academy","IT","Italian","Italiano","A1",57,"IT-A1-057","Lesson 57: Expressing Needs (Part 1)","Pending","Pending","Pending","Pending",17,5,"Pending","/downloads/IT/A1/IT-A1-057.json"
"Polyglot Academy","IT","Italian","Italiano","A1",58,"IT-A1-058","Lesson 58: Expressing Needs (Part 2)","Pending","Pending","Pending","Pending",17,5,"Pending","/downloads/IT/A1/IT-A1-058.json"
"Polyglot Academy","IT","Italian","Italiano","A1",59,"IT-A1-059","Lesson 59: Making Simple Requests (Part 1)","Pending","Pending","Pending","Pending",23,5,"Pending","/downloads/IT/A1/IT-A1-059.json"
"Polyglot Academy","IT","Italian","Italiano","A1",60,"IT-A1-060","Lesson 60: Making Simple Requests (Part 2)","Pending","Pending","Pending","Pending",21,5,"Pending","/downloads/IT/A1/IT-A1-060.json"
"Polyglot Academy","IT","Italian","Italiano","A1",61,"IT-A1-061","Lesson 61: Food & Groceries (Part 1)","Pending","Pending","Pending","Pending",18,5,"Pending","/downloads/IT/A1/IT-A1-061.json"
"Polyglot Academy","IT","Italian","Italiano","A1",62,"IT-A1-062","Lesson 62: Food & Groceries (Part 2)","Pending","Pending","Pending","Pending",17,5,"Pending","/downloads/IT/A1/IT-A1-062.json"
"Polyglot Academy","IT","Italian","Italiano","A1",63,"IT-A1-063","Lesson 63: Ordering in a Cafe (Part 1)","Pending","Pending","Pending","Pending",23,5,"Pending","/downloads/IT/A1/IT-A1-063.json"
"Polyglot Academy","IT","Italian","Italiano","A1",64,"IT-A1-064","Lesson 64: Ordering in a Cafe (Part 2)","Pending","Pending","Pending","Pending",16,5,"Pending","/downloads/IT/A1/IT-A1-064.json"
"Polyglot Academy","IT","Italian","Italiano","A1",65,"IT-A1-065","Lesson 65: Quantities & Measurements (Part 1)","Pending","Pending","Pending","Pending",23,5,"Pending","/downloads/IT/A1/IT-A1-065.json"
"Polyglot Academy","IT","Italian","Italiano","A1",66,"IT-A1-066","Lesson 66: Quantities & Measurements (Part 2)","Pending","Pending","Pending","Pending",18,5,"Pending","/downloads/IT/A1/IT-A1-066.json"
"Polyglot Academy","IT","Italian","Italiano","A1",67,"IT-A1-067","Lesson 67: Numbers 100-1000 (Part 1)","Pending","Pending","Pending","Pending",20,5,"Pending","/downloads/IT/A1/IT-A1-067.json"
"Polyglot Academy","IT","Italian","Italiano","A1",68,"IT-A1-068","Lesson 68: Numbers 100-1000 (Part 2)","Pending","Pending","Pending","Pending",16,5,"Pending","/downloads/IT/A1/IT-A1-068.json"
"Polyglot Academy","IT","Italian","Italiano","A1",69,"IT-A1-069","Lesson 69: Expressing Hunger/Thirst (Part 1)","Pending","Pending","Pending","Pending",15,5,"Pending","/downloads/IT/A1/IT-A1-069.json"
"Polyglot Academy","IT","Italian","Italiano","A1",70,"IT-A1-070","Lesson 70: Expressing Hunger/Thirst (Part 2)","Pending","Pending","Pending","Pending",16,5,"Pending","/downloads/IT/A1/IT-A1-070.json"
"Polyglot Academy","IT","Italian","Italiano","A1",71,"IT-A1-071","Lesson 71: Expressing Likes & Dislikes (Part 1)","Pending","Pending","Pending","Pending",22,5,"Pending","/downloads/IT/A1/IT-A1-071.json"
"Polyglot Academy","IT","Italian","Italiano","A1",72,"IT-A1-072","Lesson 72: Expressing Likes & Dislikes (Part 2)","Pending","Pending","Pending","Pending",20,5,"Pending","/downloads/IT/A1/IT-A1-072.json"
"Polyglot Academy","IT","Italian","Italiano","A1",73,"IT-A1-073","Lesson 73: Hobbies & Free Time (Part 1)","Pending","Pending","Pending","Pending",18,5,"Pending","/downloads/IT/A1/IT-A1-073.json"
"Polyglot Academy","IT","Italian","Italiano","A1",74,"IT-A1-074","Lesson 74: Hobbies & Free Time (Part 2)","Pending","Pending","Pending","Pending",19,5,"Pending","/downloads/IT/A1/IT-A1-074.json"
"Polyglot Academy","IT","Italian","Italiano","A1",75,"IT-A1-075","Lesson 75: Sports & Activities (Part 1)","Pending","Pending","Pending","Pending",22,5,"Pending","/downloads/IT/A1/IT-A1-075.json"
"Polyglot Academy","IT","Italian","Italiano","A1",76,"IT-A1-076","Lesson 76: Sports & Activities (Part 2)","Pending","Pending","Pending","Pending",16,5,"Pending","/downloads/IT/A1/IT-A1-076.json"
"Polyglot Academy","IT","Italian","Italiano","A1",77,"IT-A1-077","Lesson 77: Music & Entertainment (Part 1)","Pending","Pending","Pending","Pending",20,5,"Pending","/downloads/IT/A1/IT-A1-077.json"
"Polyglot Academy","IT","Italian","Italiano","A1",78,"IT-A1-078","Lesson 78: Music & Entertainment (Part 2)","Pending","Pending","Pending","Pending",17,5,"Pending","/downloads/IT/A1/IT-A1-078.json"
"Polyglot Academy","IT","Italian","Italiano","A1",79,"IT-A1-079","Lesson 79: Weekend Plans (Part 1)","Pending","Pending","Pending","Pending",15,5,"Pending","/downloads/IT/A1/IT-A1-079.json"
"Polyglot Academy","IT","Italian","Italiano","A1",80,"IT-A1-080","Lesson 80: Weekend Plans (Part 2)","Pending","Pending","Pending","Pending",24,5,"Pending","/downloads/IT/A1/IT-A1-080.json"
"Polyglot Academy","IT","Italian","Italiano","A1",81,"IT-A1-081","Lesson 81: Places in the City (Part 1)","Pending","Pending","Pending","Pending",16,5,"Pending","/downloads/IT/A1/IT-A1-081.json"
"Polyglot Academy","IT","Italian","Italiano","A1",82,"IT-A1-082","Lesson 82: Places in the City (Part 2)","Pending","Pending","Pending","Pending",18,5,"Pending","/downloads/IT/A1/IT-A1-082.json"
"Polyglot Academy","IT","Italian","Italiano","A1",83,"IT-A1-083","Lesson 83: Asking for Directions (Part 1)","Pending","Pending","Pending","Pending",21,5,"Pending","/downloads/IT/A1/IT-A1-083.json"
"Polyglot Academy","IT","Italian","Italiano","A1",84,"IT-A1-084","Lesson 84: Asking for Directions (Part 2)","Pending","Pending","Pending","Pending",21,5,"Pending","/downloads/IT/A1/IT-A1-084.json"
"Polyglot Academy","IT","Italian","Italiano","A1",85,"IT-A1-085","Lesson 85: Transportation (Part 1)","Pending","Pending","Pending","Pending",18,5,"Pending","/downloads/IT/A1/IT-A1-085.json"
"Polyglot Academy","IT","Italian","Italiano","A1",86,"IT-A1-086","Lesson 86: Transportation (Part 2)","Pending","Pending","Pending","Pending",19,5,"Pending","/downloads/IT/A1/IT-A1-086.json"
"Polyglot Academy","IT","Italian","Italiano","A1",87,"IT-A1-087","Lesson 87: Public Buildings (Part 1)","Pending","Pending","Pending","Pending",21,5,"Pending","/downloads/IT/A1/IT-A1-087.json"
"Polyglot Academy","IT","Italian","Italiano","A1",88,"IT-A1-088","Lesson 88: Public Buildings (Part 2)","Pending","Pending","Pending","Pending",18,5,"Pending","/downloads/IT/A1/IT-A1-088.json"
"Polyglot Academy","IT","Italian","Italiano","A1",89,"IT-A1-089","Lesson 89: Rooms in a House (Part 1)","Pending","Pending","Pending","Pending",20,5,"Pending","/downloads/IT/A1/IT-A1-089.json"
"Polyglot Academy","IT","Italian","Italiano","A1",90,"IT-A1-090","Lesson 90: Rooms in a House (Part 2)","Pending","Pending","Pending","Pending",18,5,"Pending","/downloads/IT/A1/IT-A1-090.json"
"Polyglot Academy","IT","Italian","Italiano","A1",91,"IT-A1-091","Lesson 91: Present Continuous Teaser (Part 1)","Pending","Pending","Pending","Pending",20,5,"Pending","/downloads/IT/A1/IT-A1-091.json"
"Polyglot Academy","IT","Italian","Italiano","A1",92,"IT-A1-092","Lesson 92: Present Continuous Teaser (Part 2)","Pending","Pending","Pending","Pending",16,5,"Pending","/downloads/IT/A1/IT-A1-092.json"
"Polyglot Academy","IT","Italian","Italiano","A1",93,"IT-A1-093","Lesson 93: Weather Expressions (Part 1)","Pending","Pending","Pending","Pending",15,5,"Pending","/downloads/IT/A1/IT-A1-093.json"
"Polyglot Academy","IT","Italian","Italiano","A1",94,"IT-A1-094","Lesson 94: Weather Expressions (Part 2)","Pending","Pending","Pending","Pending",19,5,"Pending","/downloads/IT/A1/IT-A1-094.json"
"Polyglot Academy","IT","Italian","Italiano","A1",95,"IT-A1-095","Lesson 95: Seasons & Months (Part 1)","Pending","Pending","Pending","Pending",18,5,"Pending","/downloads/IT/A1/IT-A1-095.json"
"Polyglot Academy","IT","Italian","Italiano","A1",96,"IT-A1-096","Lesson 96: Seasons & Months (Part 2)","Pending","Pending","Pending","Pending",20,5,"Pending","/downloads/IT/A1/IT-A1-096.json"
"Polyglot Academy","IT","Italian","Italiano","A1",97,"IT-A1-097","Lesson 97: Clothing & Accessories (Part 1)","Pending","Pending","Pending","Pending",23,5,"Pending","/downloads/IT/A1/IT-A1-097.json"
"Polyglot Academy","IT","Italian","Italiano","A1",98,"IT-A1-098","Lesson 98: Clothing & Accessories (Part 2)","Pending","Pending","Pending","Pending",15,5,"Pending","/downloads/IT/A1/IT-A1-098.json"
"Polyglot Academy","IT","Italian","Italiano","A1",99,"IT-A1-099","Lesson 99: A1 Comprehensive Review (Part 1)","Pending","Pending","Pending","Pending",17,5,"Pending","/downloads/IT/A1/IT-A1-099.json"
"Polyglot Academy","IT","Italian","Italiano","A1",100,"IT-A1-100","Lesson 100: A1 Comprehensive Review (Part 2)","Pending","Pending","Pending","Pending",20,5,"Pending","/downloads/IT/A1/IT-A1-100.json"
"Polyglot Academy","IT","Italian","Italiano","A2",1,"IT-A2-001","Lesson 1: Present Tense Review (Part 1)","Pending","Pending","Pending","Pending",19,5,"Pending","/downloads/IT/A2/IT-A2-001.json"
"Polyglot Academy","IT","Italian","Italiano","A2",2,"IT-A2-002","Lesson 2: Present Tense Review (Part 2)","Pending","Pending","Pending","Pending",20,5,"Pending","/downloads/IT/A2/IT-A2-002.json"
"Polyglot Academy","IT","Italian","Italiano","A2",3,"IT-A2-003","Lesson 3: Irregular Verbs (Group 1) (Part 1)","Pending","Pending","Pending","Pending",20,5,"Pending","/downloads/IT/A2/IT-A2-003.json"
"Polyglot Academy","IT","Italian","Italiano","A2",4,"IT-A2-004","Lesson 4: Irregular Verbs (Group 1) (Part 2)","Pending","Pending","Pending","Pending",17,5,"Pending","/downloads/IT/A2/IT-A2-004.json"
"Polyglot Academy","IT","Italian","Italiano","A2",5,"IT-A2-005","Lesson 5: Irregular Verbs (Group 2) (Part 1)","Pending","Pending","Pending","Pending",19,5,"Pending","/downloads/IT/A2/IT-A2-005.json"
"Polyglot Academy","IT","Italian","Italiano","A2",6,"IT-A2-006","Lesson 6: Irregular Verbs (Group 2) (Part 2)","Pending","Pending","Pending","Pending",19,5,"Pending","/downloads/IT/A2/IT-A2-006.json"
"Polyglot Academy","IT","Italian","Italiano","A2",7,"IT-A2-007","Lesson 7: Stem-changing Verbs (Part 1)","Pending","Pending","Pending","Pending",23,5,"Pending","/downloads/IT/A2/IT-A2-007.json"
"Polyglot Academy","IT","Italian","Italiano","A2",8,"IT-A2-008","Lesson 8: Stem-changing Verbs (Part 2)","Pending","Pending","Pending","Pending",18,5,"Pending","/downloads/IT/A2/IT-A2-008.json"
"Polyglot Academy","IT","Italian","Italiano","A2",9,"IT-A2-009","Lesson 9: Expressing Obligation (Part 1)","Pending","Pending","Pending","Pending",24,5,"Pending","/downloads/IT/A2/IT-A2-009.json"
"Polyglot Academy","IT","Italian","Italiano","A2",10,"IT-A2-010","Lesson 10: Expressing Obligation (Part 2)","Pending","Pending","Pending","Pending",24,5,"Pending","/downloads/IT/A2/IT-A2-010.json"
"Polyglot Academy","IT","Italian","Italiano","A2",11,"IT-A2-011","Lesson 11: Reflexive Verbs (Part 1)","Pending","Pending","Pending","Pending",20,5,"Pending","/downloads/IT/A2/IT-A2-011.json"
"Polyglot Academy","IT","Italian","Italiano","A2",12,"IT-A2-012","Lesson 12: Reflexive Verbs (Part 2)","Pending","Pending","Pending","Pending",21,5,"Pending","/downloads/IT/A2/IT-A2-012.json"
"Polyglot Academy","IT","Italian","Italiano","A2",13,"IT-A2-013","Lesson 13: Detailed Morning Routine (Part 1)","Pending","Pending","Pending","Pending",22,5,"Pending","/downloads/IT/A2/IT-A2-013.json"
"Polyglot Academy","IT","Italian","Italiano","A2",14,"IT-A2-014","Lesson 14: Detailed Morning Routine (Part 2)","Pending","Pending","Pending","Pending",24,5,"Pending","/downloads/IT/A2/IT-A2-014.json"
"Polyglot Academy","IT","Italian","Italiano","A2",15,"IT-A2-015","Lesson 15: Body Parts (Part 1)","Pending","Pending","Pending","Pending",18,5,"Pending","/downloads/IT/A2/IT-A2-015.json"
"Polyglot Academy","IT","Italian","Italiano","A2",16,"IT-A2-016","Lesson 16: Body Parts (Part 2)","Pending","Pending","Pending","Pending",15,5,"Pending","/downloads/IT/A2/IT-A2-016.json"
"Polyglot Academy","IT","Italian","Italiano","A2",17,"IT-A2-017","Lesson 17: At the Doctor/Pharmacy (Part 1)","Pending","Pending","Pending","Pending",15,5,"Pending","/downloads/IT/A2/IT-A2-017.json"
"Polyglot Academy","IT","Italian","Italiano","A2",18,"IT-A2-018","Lesson 18: At the Doctor/Pharmacy (Part 2)","Pending","Pending","Pending","Pending",20,5,"Pending","/downloads/IT/A2/IT-A2-018.json"
"Polyglot Academy","IT","Italian","Italiano","A2",19,"IT-A2-019","Lesson 19: Symptoms & Illnesses (Part 1)","Pending","Pending","Pending","Pending",18,5,"Pending","/downloads/IT/A2/IT-A2-019.json"
